,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Complain,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,NumDealsPurchases,Response,Spent,Children,Is_Parent,Age,Month,cluster,embedding_x,embedding_y
385,9999,1965,Graduation,Together,75276.0,0,0,2012-09-27,2,0,610,105,125,137,42,21,9,4,9,5,1,0,1040,0,0,59,9,Famílias Vinícolas,12.64206314086914,5.170440196990967
386,7617,1974,Graduation,Single,42373.0,1,1,2013-08-15,83,0,67,5,61,3,8,19,2,1,5,5,5,0,163,2,1,50,8,Pais Experientes Consumistas,-0.13120219111442566,18.159971237182617
387,615,1960,Graduation,Together,30507.0,0,0,2013-03-11,29,0,65,36,74,38,20,110,5,1,4,7,1,0,343,0,0,64,3,Famílias Vinícolas,16.66849708557129,5.515811920166016
388,2552,1955,PhD,Single,55521.0,1,2,2013-10-22,11,0,416,0,26,0,0,4,6,3,6,7,9,1,446,3,1,69,10,Caçadores de Descontos,-6.905788898468018,7.460160255432129
389,194,1965,Graduation,Married,48006.0,1,1,2014-06-09,55,0,23,0,11,3,2,2,1,0,3,6,1,0,41,2,1,59,6,Pais Experientes Consumistas,0.553397536277771,19.0535831451416
390,3645,1972,PhD,Single,27213.0,1,0,2012-08-30,19,0,19,3,26,10,9,3,2,0,4,8,3,1,70,1,1,52,8,Caçadores de Descontos,-3.939082384109497,11.435821533203125
391,8890,1971,PhD,Divorced,65808.0,1,1,2014-05-30,1,0,155,7,80,13,7,10,5,1,5,6,3,0,272,2,1,53,5,Pais Experientes Consumistas,-1.2574673891067505,21.03561782836914
392,5049,1974,PhD,Together,30351.0,1,0,2013-06-06,19,0,14,0,24,3,3,2,3,0,2,9,1,0,46,1,1,50,6,Tradicionais Moderados,-0.6383509039878845,0.5492576956748962
393,9973,1963,Graduation,Married,50437.0,0,2,2012-10-17,28,0,370,9,92,6,9,4,7,1,8,7,3,0,490,2,1,61,10,Econômicos Jovens,8.844048500061035,20.042383193969727
394,7301,1982,2n Cycle,Single,23616.0,1,0,2012-11-17,76,0,4,22,11,3,7,32,3,0,3,8,2,1,79,1,1,42,11,Caçadores de Descontos,-4.494673252105713,10.605568885803223
395,10882,1976,Graduation,Married,53858.0,0,1,2012-11-09,50,0,407,53,221,58,150,26,4,3,6,4,4,0,915,1,1,48,11,Econômicos Jovens,9.311514854431152,14.059225082397461
396,7030,1955,PhD,Married,66465.0,0,1,2013-03-30,1,0,1200,0,204,38,29,14,11,9,12,6,3,0,1485,1,1,69,3,Econômicos Jovens,10.554170608520508,12.776418685913086
397,7422,1987,Graduation,Single,46923.0,1,0,2012-08-22,90,0,85,44,54,102,78,6,5,1,7,7,3,0,369,1,1,37,8,Tradicionais Moderados,1.3681273460388184,2.9579527378082275
398,3523,1962,Graduation,Together,75072.0,0,1,2013-01-23,83,0,583,34,309,0,22,125,5,4,8,3,2,0,1073,1,1,62,1,Econômicos Jovens,10.42393684387207,13.513374328613281
399,7106,1943,PhD,Married,75865.0,0,0,2014-03-31,73,0,483,0,591,156,0,12,3,5,10,1,1,0,1242,0,0,81,3,Famílias Vinícolas,14.301908493041992,4.759945392608643
400,6504,1975,2n Cycle,Together,19789.0,1,0,2013-11-20,24,0,2,5,9,28,6,28,2,1,3,5,3,0,78,1,1,49,11,Tradicionais Moderados,-0.17132648825645447,0.43965789675712585
401,5067,1994,Graduation,Together,80134.0,0,0,2014-02-14,11,0,966,26,282,52,26,26,2,7,11,5,1,0,1378,0,0,30,2,Famílias Vinícolas,13.211136817932129,5.637097358703613
402,4216,1981,Graduation,Single,91065.0,0,0,2013-02-22,33,0,822,114,108,179,137,114,7,9,9,3,1,1,1474,0,0,43,2,Clientes Premium Exclusivos,16.638166427612305,-4.842528343200684
403,8581,1971,Master,Married,49505.0,1,1,2013-03-05,4,0,604,0,100,19,0,28,10,2,8,8,9,0,751,2,1,53,3,Pais Experientes Consumistas,-1.1778799295425415,18.66834831237793
404,5929,1973,PhD,Married,37401.0,1,0,2014-05-06,14,0,19,3,19,3,1,3,2,0,3,7,2,0,48,1,1,51,5,Tradicionais Moderados,-0.6750701665878296,0.44833505153656006
405,3129,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,0,5,3,11,12,5,9,2,0,3,6,1,0,45,1,1,41,5,Tradicionais Moderados,0.4606211185455322,0.4719069004058838
406,6528,1982,Master,Together,18492.0,1,0,2014-06-05,75,0,2,2,2,2,1,1,1,0,2,8,1,0,10,1,1,42,6,Tradicionais Moderados,2.840949296951294,2.642772912979126
407,1361,1974,Master,Married,82584.0,0,0,2013-06-04,26,0,1076,68,103,29,91,68,3,4,8,1,1,1,1435,0,0,50,6,Clientes Premium Exclusivos,16.56494140625,-5.545705318450928
408,6932,1941,PhD,Married,93027.0,0,0,2013-04-13,77,0,1285,42,716,55,0,21,7,10,5,2,0,0,2119,0,0,83,4,Famílias Vinícolas,14.7931489944458,5.380397796630859
409,7284,1953,Graduation,Married,48686.0,1,2,2013-12-04,8,0,10,0,7,2,0,1,1,0,2,8,1,0,20,3,1,71,12,Pais Experientes Consumistas,-1.8096771240234375,17.889177322387695
410,1340,1986,Graduation,Married,92910.0,0,0,2014-04-24,42,0,551,137,792,179,103,33,6,7,13,1,1,0,1795,0,0,38,4,Famílias Vinícolas,13.01646614074707,4.7629075050354
411,8746,1989,Graduation,Married,75433.0,1,0,2014-04-05,28,0,800,0,297,0,34,57,2,5,10,6,2,0,1188,1,1,35,4,Tradicionais Moderados,0.6737998723983765,3.087841272354126
412,5987,1989,2n Cycle,Together,10404.0,1,0,2014-05-04,52,0,2,2,11,10,6,12,1,0,4,5,2,0,43,1,1,35,5,Tradicionais Moderados,1.855265736579895,1.3855152130126953
413,3767,1968,Graduation,Married,61314.0,0,1,2013-04-25,1,0,378,0,189,97,172,172,5,5,12,3,2,0,1008,1,1,56,4,Econômicos Jovens,8.990923881530762,13.915229797363281
414,3725,1961,PhD,Single,84865.0,0,0,2013-05-09,1,0,1248,16,349,43,16,16,2,4,9,4,1,1,1688,0,0,63,5,Clientes Premium Exclusivos,15.685023307800293,-5.830230712890625
415,4324,1989,Graduation,Married,42387.0,1,0,2012-10-29,42,0,235,0,235,19,4,191,8,1,7,8,5,0,684,1,1,35,10,Tradicionais Moderados,1.0917366743087769,2.7077205181121826
416,238,1967,2n Cycle,Together,67309.0,1,1,2013-01-23,76,0,515,47,181,149,95,95,9,6,9,7,15,0,1082,2,1,57,1,Pais Experientes Consumistas,-0.7682309746742249,18.712305068969727
417,6694,1964,Graduation,Married,75236.0,0,1,2013-11-25,27,0,438,66,400,12,38,114,8,3,13,4,1,0,1068,1,1,60,11,Econômicos Jovens,8.885797500610352,14.588888168334961
418,498,1970,Graduation,Single,30015.0,1,0,2014-02-02,28,0,25,0,22,2,3,5,1,0,4,5,2,0,57,1,1,54,2,Tradicionais Moderados,-0.411499947309494,0.6696882843971252
419,9347,1956,Master,Together,50943.0,0,1,2013-06-21,49,0,31,0,7,2,0,6,1,0,3,5,1,0,46,1,1,68,6,Econômicos Jovens,11.275553703308105,16.168851852416992
420,9699,1966,Graduation,Divorced,67272.0,0,1,2013-12-21,12,0,357,35,271,28,28,14,6,2,12,5,3,0,733,1,1,58,12,Econômicos Jovens,8.945932388305664,14.642461776733398
421,10664,1949,Master,Widow,51529.0,0,1,2013-09-07,14,0,400,4,35,6,0,22,9,1,5,8,2,0,467,1,1,75,9,Econômicos Jovens,9.558192253112793,16.772268295288086
422,5455,1971,PhD,Married,32011.0,1,0,2013-08-22,89,0,99,0,15,2,1,5,2,1,4,7,3,0,122,1,1,53,8,Tradicionais Moderados,1.7693507671356201,3.7842319011688232
423,456,1986,2n Cycle,Married,7500.0,1,0,2013-02-07,96,0,1,11,5,4,6,9,2,0,3,8,2,0,36,1,1,38,2,Tradicionais Moderados,2.5704638957977295,2.9015536308288574
424,5012,1989,Graduation,Married,28691.0,1,0,2013-07-04,56,0,5,4,13,8,0,4,1,0,3,8,1,0,34,1,1,35,7,Tradicionais Moderados,2.236189126968384,1.807127833366394
425,7495,1948,PhD,Married,56223.0,0,1,2013-12-20,72,0,77,28,31,16,0,4,2,1,5,4,2,0,156,1,1,76,12,Econômicos Jovens,12.335006713867188,15.195371627807617
426,5029,1946,Graduation,Married,18100.0,0,0,2013-08-06,14,0,3,1,2,4,3,1,0,0,3,5,1,0,14,0,0,78,8,Famílias Vinícolas,16.666738510131836,5.804769515991211
427,10642,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,0,10,4,14,4,4,1,1,0,3,8,1,0,37,1,1,35,12,Tradicionais Moderados,1.1014295816421509,-0.04330604523420334
428,2106,1974,2n Cycle,Married,20130.0,0,0,2014-03-17,99,0,0,6,3,7,6,12,1,0,3,8,1,0,34,0,0,50,3,Famílias Vinícolas,17.404037475585938,4.769481182098389
429,10364,1959,Graduation,Divorced,23295.0,0,0,2013-07-13,72,0,0,0,1,2,12,5,1,0,2,8,1,0,20,0,0,65,7,Famílias Vinícolas,17.079814910888672,6.519516944885254
430,5954,1972,Master,Divorced,42618.0,1,0,2013-10-09,92,0,76,14,74,13,5,10,5,0,4,8,2,0,192,1,1,52,10,Tradicionais Moderados,1.7385807037353516,3.6226837635040283
431,1137,1964,Graduation,Single,81246.0,0,0,2013-12-29,87,0,398,190,537,61,156,37,4,5,7,1,1,0,1379,0,0,60,12,Famílias Vinícolas,13.98588752746582,4.303281307220459
432,2541,1976,Graduation,Married,24027.0,1,0,2013-06-09,7,0,14,7,11,11,0,5,2,0,3,8,2,0,48,1,1,48,6,Tradicionais Moderados,-0.393934428691864,0.04712993651628494
433,1142,1953,PhD,Married,55707.0,0,1,2013-12-22,91,0,208,7,82,30,66,35,3,2,9,3,2,0,428,1,1,71,12,Econômicos Jovens,10.961177825927734,14.612983703613281
434,2276,1955,Graduation,Single,57959.0,0,1,2013-05-02,71,0,430,16,322,43,24,33,4,7,11,3,5,0,868,1,1,69,5,Econômicos Jovens,10.241621017456055,14.195171356201172
435,2807,1969,Graduation,Married,56796.0,0,1,2013-02-16,24,0,656,38,161,62,47,37,8,9,7,7,3,0,1001,1,1,55,2,Econômicos Jovens,9.244967460632324,13.737198829650879
436,6471,1971,Master,Single,36230.0,1,0,2013-10-17,17,0,14,2,30,8,2,3,2,0,4,5,1,0,59,1,1,53,10,Tradicionais Moderados,-0.41144517064094543,0.5773419141769409
437,6131,1980,2n Cycle,Married,70829.0,1,1,2013-12-01,87,0,141,70,106,72,19,23,4,2,8,3,2,0,431,2,1,44,12,Pais Experientes Consumistas,-0.12547804415225983,18.08315086364746
438,6233,1976,Graduation,Married,65991.0,0,1,2012-09-07,21,0,507,19,364,25,47,9,9,5,10,7,3,0,971,1,1,48,9,Econômicos Jovens,9.352709770202637,14.019861221313477
439,4148,1972,Graduation,Married,38988.0,1,2,2012-08-20,90,0,164,24,103,12,3,42,5,1,6,8,7,0,348,3,1,52,8,Pais Experientes Consumistas,-1.6538289785385132,17.951570510864258
440,4947,1966,2n Cycle,Single,89572.0,0,0,2012-09-15,44,0,606,24,974,197,194,64,7,7,9,4,1,1,2059,0,0,58,9,Clientes Premium Exclusivos,16.047826766967773,-5.171377658843994
441,3225,1984,Master,Married,42207.0,1,0,2013-04-01,71,0,116,11,72,3,17,46,4,1,5,6,4,1,265,1,1,40,4,Caçadores de Descontos,-4.4488525390625,10.656670570373535
442,7540,1952,Graduation,Married,50300.0,0,1,2014-05-25,52,0,143,15,60,24,23,5,2,1,8,2,2,0,270,1,1,72,5,Econômicos Jovens,9.064720153808594,15.369855880737305
443,10648,1982,2n Cycle,Together,66664.0,0,0,2012-09-25,78,0,398,96,447,220,96,32,5,7,6,3,1,0,1289,0,0,42,9,Famílias Vinícolas,12.814615249633789,3.478311777114868
444,1992,1964,Graduation,Married,60597.0,0,1,2014-01-01,2,0,522,0,257,32,16,66,2,2,8,7,4,1,893,1,1,60,1,Caçadores de Descontos,-5.210244178771973,6.465721130371094
445,7851,1949,Graduation,Widow,70165.0,0,0,2013-09-22,60,0,161,0,253,199,191,122,3,7,11,1,1,0,926,0,0,75,9,Famílias Vinícolas,14.713151931762695,4.582434177398682
446,8594,1958,PhD,Widow,50520.0,0,1,2014-01-28,25,0,112,0,6,2,1,14,3,1,3,6,2,0,135,1,1,66,1,Econômicos Jovens,9.766460418701172,17.041555404663086
447,7059,1963,Graduation,Married,80124.0,0,0,2014-06-26,47,0,483,84,398,205,84,241,3,7,8,1,1,0,1495,0,0,61,6,Famílias Vinícolas,13.400054931640625,3.999514579772949
448,2815,1975,Graduation,Married,33183.0,1,0,2014-02-24,46,0,7,5,39,17,15,37,4,0,3,7,2,0,120,1,1,49,2,Tradicionais Moderados,0.7524290680885315,2.070992946624756
449,2416,1969,PhD,Single,66582.0,0,0,2014-03-03,83,0,789,25,420,16,38,0,2,8,9,1,1,0,1288,0,0,55,3,Famílias Vinícolas,14.661514282226562,5.141927719116211
450,7999,1955,PhD,Together,75261.0,0,0,2013-04-23,17,0,1239,17,413,23,34,17,5,6,5,2,1,1,1743,0,0,69,4,Clientes Premium Exclusivos,15.67421817779541,-5.830707550048828
451,9213,1970,Graduation,Widow,31880.0,1,0,2012-10-31,13,0,4,1,5,2,0,3,1,0,2,8,1,0,15,1,1,54,10,Tradicionais Moderados,-0.7098582983016968,0.3553932011127472
452,9697,1951,Graduation,Married,53790.0,0,2,2014-03-06,86,0,335,42,127,28,5,5,7,2,8,6,3,0,542,2,1,73,3,Econômicos Jovens,9.006867408752441,19.886396408081055
453,3916,1971,PhD,Together,49269.0,1,0,2012-08-15,92,0,639,8,166,11,8,58,7,3,12,7,3,0,890,1,1,53,8,Tradicionais Moderados,0.757836103439331,3.1709096431732178
454,2021,1975,Graduation,Married,61456.0,0,1,2013-03-27,47,0,563,76,384,84,192,89,6,10,13,4,4,0,1388,1,1,49,3,Econômicos Jovens,9.228133201599121,13.577714920043945
455,1581,1980,Graduation,Married,37406.0,1,0,2013-10-10,18,0,2,0,8,2,2,3,1,0,2,8,1,1,17,1,1,44,10,Caçadores de Descontos,-4.062537670135498,11.12339973449707
456,564,1981,PhD,Together,56937.0,1,0,2012-08-04,81,0,746,8,125,11,8,8,8,6,9,6,7,1,906,1,1,43,8,Caçadores de Descontos,-4.428528785705566,10.679520606994629
457,6619,1978,Graduation,Married,38415.0,1,1,2013-01-02,91,0,22,1,13,4,0,4,1,0,3,7,2,0,44,2,1,46,1,Pais Experientes Consumistas,0.30461999773979187,17.59646224975586
458,9081,1988,Graduation,Single,20518.0,1,0,2014-05-18,58,0,4,1,6,4,1,9,1,1,2,5,1,0,25,1,1,36,5,Tradicionais Moderados,2.12971568107605,1.7098098993301392
459,178,1956,Graduation,Married,62503.0,0,1,2013-02-18,40,0,478,0,193,110,75,117,8,3,11,5,4,0,973,1,1,68,2,Econômicos Jovens,9.572166442871094,14.309257507324219
460,916,1972,PhD,Single,41644.0,1,1,2014-05-09,67,0,20,3,4,2,0,2,1,0,3,3,2,0,31,2,1,52,5,Pais Experientes Consumistas,0.23413507640361786,17.8204288482666
461,5512,1977,Master,Married,55842.0,0,1,2014-05-23,19,0,451,0,39,0,4,24,7,1,8,5,1,0,518,1,1,47,5,Econômicos Jovens,9.612687110900879,14.72954273223877
462,8970,1972,PhD,Married,62010.0,0,1,2012-10-23,93,0,371,22,39,6,0,92,6,2,7,5,4,0,530,1,1,52,10,Econômicos Jovens,11.465046882629395,14.974929809570312
463,10581,1977,Graduation,Married,41124.0,1,0,2012-10-31,41,0,281,7,84,15,0,119,7,3,4,8,7,0,506,1,1,47,10,Tradicionais Moderados,0.9528146982192993,2.5692362785339355
464,5300,1973,Master,Married,38961.0,1,0,2013-12-30,60,0,19,7,19,0,1,24,2,1,2,7,1,0,70,1,1,51,12,Tradicionais Moderados,1.3002442121505737,4.153552055358887
465,5154,1972,Master,Divorced,37760.0,1,0,2013-08-11,54,0,26,3,13,2,10,0,2,0,3,6,1,0,54,1,1,52,8,Tradicionais Moderados,0.378627210855484,1.6368805170059204
466,8346,1974,Graduation,Single,32233.0,1,0,2012-08-19,26,0,138,15,35,25,11,72,6,2,2,9,2,1,296,1,1,50,8,Caçadores de Descontos,-4.02849006652832,11.297679901123047
467,1676,1975,Graduation,Married,43057.0,0,1,2013-10-30,30,0,213,2,44,0,2,5,4,2,5,5,4,0,266,1,1,49,10,Econômicos Jovens,10.037761688232422,16.17104148864746
468,9286,1960,Master,Together,83151.0,0,0,2012-10-10,93,0,407,28,100,120,74,18,5,9,4,3,1,0,747,0,0,64,10,Famílias Vinícolas,14.614021301269531,4.9232354164123535
469,2426,1964,PhD,Divorced,78825.0,0,0,2012-09-14,35,0,483,74,114,169,37,18,5,10,13,3,1,1,895,0,0,60,9,Clientes Premium Exclusivos,16.02830696105957,-5.299893856048584
470,5172,1976,Master,Together,65104.0,0,1,2013-11-14,4,0,738,0,232,13,20,50,3,5,7,7,2,0,1053,1,1,48,11,Econômicos Jovens,9.509702682495117,14.497806549072266
471,5562,1974,Graduation,Married,60093.0,0,1,2013-06-26,92,0,502,12,109,16,6,90,7,2,10,6,2,0,735,1,1,50,6,Econômicos Jovens,10.648565292358398,13.856194496154785
472,3436,1969,Graduation,Married,14045.0,1,0,2014-01-26,24,0,11,0,5,2,1,1,1,0,3,7,1,0,20,1,1,55,1,Tradicionais Moderados,-0.68796306848526,0.460134893655777
473,3921,1952,2n Cycle,Widow,28457.0,0,0,2012-10-28,96,0,24,1,108,29,29,14,4,1,4,8,1,0,205,0,0,72,10,Famílias Vinícolas,16.25704574584961,5.949706077575684
474,3403,1958,PhD,Together,78952.0,0,1,2012-09-24,11,0,1170,19,594,99,76,134,2,5,12,6,2,0,2092,1,1,66,9,Econômicos Jovens,10.814428329467773,12.74577522277832
475,22,1976,Graduation,Divorced,46310.0,1,0,2012-12-03,99,0,185,2,88,15,5,14,6,1,5,8,2,0,309,1,1,48,12,Tradicionais Moderados,1.6381537914276123,3.4287238121032715
476,10965,1955,Graduation,Together,76005.0,0,0,2013-02-22,72,0,983,20,389,240,50,40,3,5,13,6,1,0,1722,0,0,69,2,Famílias Vinícolas,14.220728874206543,4.817157745361328
477,9426,1964,Master,Single,58308.0,0,1,2013-01-12,77,0,691,0,69,10,0,130,2,6,3,8,4,0,900,1,1,60,1,Econômicos Jovens,10.972982406616211,14.974178314208984
478,6605,1944,PhD,Divorced,55614.0,0,0,2013-11-27,85,0,504,13,131,8,0,26,9,4,6,7,1,0,682,0,0,80,11,Famílias Vinícolas,15.79079818725586,5.700246810913086
479,3136,1962,Master,Divorced,59432.0,0,1,2013-04-13,88,0,317,25,265,25,19,12,5,3,11,5,3,0,663,1,1,62,4,Econômicos Jovens,10.686796188354492,14.123478889465332
480,8737,1978,Graduation,Divorced,55563.0,0,1,2014-04-05,22,0,29,1,9,2,0,2,2,0,3,3,1,0,43,1,1,46,4,Econômicos Jovens,10.557890892028809,17.373517990112305
481,11088,1971,PhD,Together,78642.0,0,1,2013-04-21,83,0,1396,0,322,46,35,17,4,9,4,6,1,0,1816,1,1,53,4,Econômicos Jovens,10.531578063964844,13.727962493896484
482,716,1949,PhD,Together,67911.0,0,1,2014-05-22,63,0,529,0,356,63,28,0,6,7,11,3,3,0,976,1,1,75,5,Econômicos Jovens,10.208209991455078,14.211514472961426
483,466,1944,Graduation,Married,65275.0,0,0,2013-04-03,9,0,388,14,218,91,14,21,4,3,13,2,1,0,746,0,0,80,4,Famílias Vinícolas,13.61318588256836,5.144233226776123
484,9135,1950,Graduation,Together,27203.0,1,1,2012-08-06,92,0,13,2,21,4,0,24,1,1,2,8,2,0,64,2,1,74,8,Pais Experientes Consumistas,1.5132251977920532,19.842634201049805
485,10623,1961,Master,Together,48330.0,0,1,2013-11-15,2,0,28,0,4,0,0,0,1,0,3,5,1,0,32,1,1,63,11,Econômicos Jovens,9.974553108215332,17.413665771484375
486,8151,1990,Basic,Married,24279.0,0,0,2012-12-29,6,0,16,36,21,20,62,108,4,1,3,8,1,0,263,0,0,34,12,Famílias Vinícolas,18.28180694580078,5.569818496704102
487,5140,1985,PhD,Married,64355.0,1,0,2012-08-24,66,0,1047,0,140,67,38,153,4,3,12,8,2,0,1445,1,1,39,8,Tradicionais Moderados,0.6794492602348328,3.0982940196990967
488,10160,1956,Master,Together,50943.0,0,1,2013-06-21,49,0,31,0,7,2,0,6,1,0,3,5,1,0,46,1,1,68,6,Econômicos Jovens,11.274219512939453,16.16480827331543
489,4945,1953,Graduation,Widow,53653.0,0,0,2012-11-07,29,0,815,10,239,28,10,108,10,4,12,6,2,0,1210,0,0,71,11,Famílias Vinícolas,13.843249320983887,5.040212154388428
490,10584,1976,Graduation,Married,65665.0,0,1,2013-12-02,77,0,225,162,387,106,36,29,5,10,8,3,1,0,945,1,1,48,12,Econômicos Jovens,9.890997886657715,13.394919395446777
491,6071,1989,Graduation,Single,81217.0,0,0,2013-07-19,77,0,493,70,324,146,40,84,3,7,11,1,1,0,1157,0,0,35,7,Famílias Vinícolas,13.016393661499023,3.3836615085601807
492,3386,1992,Graduation,Married,34935.0,0,0,2013-06-21,71,0,34,4,66,3,10,20,2,1,4,7,1,0,137,0,0,32,6,Famílias Vinícolas,17.722904205322266,4.717662811279297
493,8939,1959,Graduation,Divorced,61250.0,0,1,2012-12-16,49,0,382,138,65,60,26,59,5,2,12,5,6,0,730,1,1,65,12,Econômicos Jovens,8.90732192993164,14.585610389709473
494,9925,1981,PhD,Together,39665.0,1,0,2013-05-25,97,0,127,1,56,0,1,31,4,2,3,7,3,0,216,1,1,43,5,Tradicionais Moderados,2.017306089401245,3.241744041442871
495,4320,1979,Graduation,Single,60152.0,0,1,2013-03-28,6,0,325,83,300,86,58,91,6,4,12,3,1,0,943,1,1,45,3,Econômicos Jovens,8.732975006103516,14.514286041259766
496,5389,1964,Graduation,Married,48920.0,0,2,2013-10-20,93,0,238,17,68,8,10,6,6,2,5,7,3,0,347,2,1,60,10,Econômicos Jovens,9.021925926208496,19.871368408203125
497,6036,1959,Master,Together,89120.0,0,0,2014-03-17,78,0,1168,92,408,72,129,55,5,6,7,1,1,0,1924,0,0,65,3,Famílias Vinícolas,14.683770179748535,5.430962085723877
498,182,1946,PhD,Together,44124.0,0,1,2013-05-11,62,0,284,0,55,0,6,52,6,2,5,8,4,0,397,1,1,78,5,Econômicos Jovens,10.834625244140625,15.635848045349121
499,203,1975,Master,Single,81169.0,0,0,2013-04-14,47,0,1288,20,613,80,61,27,5,7,9,2,1,0,2089,0,0,49,4,Famílias Vinícolas,14.053584098815918,5.5094194412231445
500,11025,1961,Graduation,Married,36443.0,1,1,2013-02-03,9,0,65,0,46,4,3,20,3,1,3,8,4,0,138,2,1,63,2,Pais Experientes Consumistas,-0.8007853031158447,21.10104751586914
501,10203,1990,Graduation,Single,26095.0,1,0,2013-06-30,77,0,11,7,9,3,1,11,1,0,3,7,1,0,42,1,1,34,6,Tradicionais Moderados,2.7190959453582764,2.571241617202759
502,4607,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,0,227,23,389,42,21,75,4,5,7,2,1,0,777,0,0,65,8,Famílias Vinícolas,16.759849548339844,5.533473014831543
503,3711,1944,Master,Married,80184.0,0,0,2014-03-01,19,0,1035,134,670,25,38,0,6,3,10,3,1,0,1902,0,0,80,3,Famílias Vinícolas,13.527397155761719,5.193359851837158
504,3696,1965,Graduation,Divorced,30630.0,1,1,2014-01-27,67,0,27,1,12,2,0,10,2,0,3,7,2,0,52,2,1,59,1,Pais Experientes Consumistas,0.7871953248977661,18.900733947753906
505,2532,1987,Master,Single,73454.0,0,0,2014-03-01,95,0,982,73,351,56,14,175,2,4,6,5,1,0,1651,0,0,37,3,Famílias Vinícolas,12.7595796585083,3.940084457397461
506,9214,1991,Graduation,Married,42691.0,0,0,2013-08-16,48,0,179,2,64,38,17,58,5,1,6,5,1,0,358,0,0,33,8,Famílias Vinícolas,17.87917137145996,5.106980323791504
507,4943,1953,Graduation,Married,70503.0,0,0,2012-09-30,73,0,1379,33,216,0,33,66,2,4,9,6,1,0,1727,0,0,71,9,Famílias Vinícolas,14.777173042297363,5.35954475402832
508,35,1987,Graduation,Married,25545.0,1,0,2012-09-08,35,0,32,1,64,16,12,85,2,2,3,6,3,1,210,1,1,37,9,Caçadores de Descontos,-4.225374698638916,10.929286003112793
509,2258,1986,Graduation,Married,32880.0,1,0,2012-12-04,76,0,8,4,15,7,6,2,1,0,3,8,1,0,42,1,1,38,12,Tradicionais Moderados,2.6939878463745117,2.4852356910705566
510,4322,1958,PhD,Together,77863.0,0,0,2013-11-27,20,0,881,38,319,16,25,12,4,5,10,2,1,0,1291,0,0,66,11,Famílias Vinícolas,13.567044258117676,5.215470314025879
511,713,1977,Master,Married,50353.0,0,0,2014-06-08,72,0,141,15,153,67,31,35,4,4,6,3,1,0,442,0,0,47,6,Famílias Vinícolas,17.36998748779297,5.364311695098877
512,4702,1964,Graduation,Single,61839.0,0,0,2012-08-12,20,0,1000,155,379,224,17,120,4,8,4,8,1,0,1895,0,0,60,8,Famílias Vinícolas,13.047347068786621,4.637755393981934
513,3281,1960,PhD,Married,49154.0,1,1,2013-11-03,69,0,206,10,67,30,27,71,4,1,8,6,6,0,411,2,1,64,11,Pais Experientes Consumistas,-0.5724907517433167,18.856929779052734
514,702,1975,2n Cycle,Widow,47682.0,0,1,2013-02-15,80,0,162,61,83,97,57,61,4,3,8,5,4,0,521,1,1,49,2,Econômicos Jovens,9.979772567749023,14.35177993774414
515,2004,1969,Graduation,Single,72679.0,0,1,2013-09-18,65,0,619,54,260,127,54,54,4,7,5,1,1,0,1168,1,1,55,9,Econômicos Jovens,9.481626510620117,13.698698997497559
516,4769,1977,Master,Together,57954.0,1,1,2014-06-18,52,0,456,4,24,0,0,9,8,2,6,7,7,0,493,2,1,47,6,Pais Experientes Consumistas,-0.8800454139709473,18.793352127075195
517,4437,1962,Graduation,Married,65316.0,1,1,2013-04-24,65,0,112,6,92,3,9,38,3,2,5,4,2,0,260,2,1,62,4,Pais Experientes Consumistas,0.972554087638855,19.732481002807617
518,8724,1982,Graduation,Single,28567.0,1,0,2013-06-17,57,0,11,3,22,2,2,6,2,0,3,6,2,0,46,1,1,42,6,Tradicionais Moderados,1.987910509109497,1.694097638130188
519,10741,1951,Master,Together,47352.0,0,1,2013-04-11,70,0,172,12,112,8,0,15,6,1,5,7,4,0,319,1,1,73,4,Econômicos Jovens,10.830931663513184,15.653036117553711
520,1991,1967,Graduation,Together,44931.0,0,1,2014-01-18,0,0,78,0,11,0,0,7,2,1,3,5,1,0,96,1,1,57,1,Econômicos Jovens,10.03512191772461,17.390705108642578
521,6931,1967,Graduation,Divorced,76982.0,0,0,2014-02-15,19,0,464,151,292,65,60,30,8,3,4,4,1,1,1062,0,0,57,2,Clientes Premium Exclusivos,16.214075088500977,-4.945501804351807
522,11096,1952,2n Cycle,Together,57247.0,0,1,2013-08-08,50,0,99,4,32,37,54,6,2,1,7,2,2,0,232,1,1,72,8,Econômicos Jovens,9.070577621459961,15.384159088134766
523,304,1981,Master,Single,22944.0,1,0,2013-12-23,67,0,19,3,19,4,5,26,3,0,3,7,3,0,76,1,1,43,12,Tradicionais Moderados,2.157966136932373,2.464205026626587
524,3665,1977,2n Cycle,Together,25315.0,1,0,2013-11-07,46,0,1,9,8,11,3,22,3,0,3,8,3,0,54,1,1,47,11,Tradicionais Moderados,0.7871291637420654,2.040112257003784
525,10591,1969,Graduation,Widow,43638.0,0,1,2012-08-06,37,0,63,10,83,7,19,19,4,1,4,7,2,0,201,1,1,55,8,Econômicos Jovens,10.600127220153809,16.748380661010742
